7325.416513527584, 421.8546827559374, 772.1952435812026
7316.276532815785, 456.81988057375304, 836.1973766298581
7306.409631415472, 491.73969024007187, 900.1162240804126
7295.816795119689, 526.6106426236486, 963.9454203908933
7284.499082226186, 561.4292735280545, 1027.6786090993978
7272.457623425697, 596.1921240411136, 1091.3094434673783
7259.693621682454, 630.8957408836986, 1154.83158712167
7246.208352106982, 665.5366767578408, 1218.238714695158
7232.003161821249, 700.1114906941143, 1281.5245124659853
7217.079469816243, 734.6167483982582, 1344.68267899522
7201.438766802042, 769.049022597001, 1407.7069257629091
7185.082615050466, 803.4048933830531, 1470.590977802464
7168.01264823035, 837.6809485592336, 1533.3285743333297
7150.230571235503, 871.8737839816962, 1595.913469391901
7131.738160005375, 905.9800039022211, 1658.3394324606502
7112.537261338468, 939.9962213095329, 1720.6002490954334
7092.629792698479, 973.9190582696078, 1782.6897215509337
7072.0177420131995, 1007.7451462649304, 1844.6016694042007
7050.703167466154, 1041.4711265326564, 1906.329930176229
7028.688197280986, 1075.0936504016408, 1967.868359951515
7005.975029498589, 1108.6093796282878, 2029.2108339955203
6982.565931746999, 1142.0149867311814, 2090.3512473699666
6958.463241004072, 1175.307155324455, 2151.283515545879
6933.669363352975, 1208.4825804498607, 2212.0015750142993
6908.186773730535, 1241.5379689075037, 2272.499383894589
6882.018015668496, 1274.4700395852005, 2332.7709225402423
6855.165701027741, 1307.2755237864349, 2392.810194142146
6827.632509725519, 1339.9511655568704, 2452.6112253292026
6799.421189455748, 1372.4937220093918, 2512.1680667662645
6770.534555402427, 1404.8999636476408, 2571.4747937493003
6740.975489946199, 1437.1666746880096, 2630.5255067977273
6710.746942364111, 1469.2906533800613, 2689.31433224384
6679.851928522602, 1501.2687123253393, 2747.835422819252
6648.293530563751, 1533.0976787945308, 2806.082958238279
6616.074896584848, 1564.7743950429526, 2864.05114577818
6583.199240311325, 1596.295718624327, 2921.734220856186
6549.669840763126, 1627.658522702818, 2979.1264476032484
6515.490041914579, 1658.8596963633054, 3036.2221194344525
6480.663252347876, 1689.8961449198755, 3093.015559616045
6445.192944900227, 1720.7647902225065, 3149.501121829052
6409.082656304799, 1751.4625709619363, 3205.6731907294634
6372.335986825507, 1781.9864429726938, 3261.5261825049724
6334.9565998857515, 1812.3333795342774, 3317.0545454282656
6296.948221691137, 1842.5003716704591, 3372.2527604068555
6258.314640846227, 1872.4844284466913, 3427.115341529446
6219.05970796534, 1902.2825772655824, 3481.636836608805
6179.187335277412, 1931.8918641604103, 3535.8118277211033
6138.701496224897, 1961.3093540866291, 3589.634931741671
6097.606225056704, 1990.5321312113285, 3643.1008008770923
6055.905616415169, 2019.5572992006, 3696.2041231935586
6013.603824917052, 2048.3819815047673, 3748.9396231413893
5970.705064728585, 2077.0033216414377, 3801.3020620756247
5927.2136091345865, 2105.4184834763387, 3853.286238772599
5883.133790101717, 2133.624651501907, 3904.8869899424135
5838.469997835905, 2161.6190311136006, 3956.0991907372327
5793.22668033404, 2189.398848883912, 4006.917755255341
5747.4083429299935, 2216.961352834057, 4057.3376370409055
5701.01954783506, 2244.3038127033265, 4107.353829579398
5654.064913672884, 2271.4235202160726, 4156.961366788634
5606.549115008959, 2298.3177893463157, 4206.155323505385
5558.476881874741, 2324.9839565799466, 4254.930815967518
5509.852999286461, 2351.4193811744967, 4303.28300229162
5460.682306758685, 2377.621445416453, 4351.207082946042
5410.969697812663, 2403.587554876086, 4398.698301219324
5360.720119479556, 2429.3151386597706, 4445.751943683928
5309.938571798571, 2454.801649659768, 4492.363340655239
5258.6301073100985, 2480.0445648014493, 4538.527866645777
5206.799830543921, 2505.041385287942, 4584.240940814595
5154.452897502553, 2529.78963684218, 4629.4980274118125
5101.594515139813, 2554.28686994634, 4674.294636218279
5048.229940834693, 2578.5306600786544, 4718.62632298034
4994.364481860598, 2602.5186079475748, 4762.488689839693
4940.003494850034, 2626.248339723282, 4805.877385758319
4885.152385254807, 2649.7175072665173, 4848.788106938482
4829.816606801802, 2672.9237883547257, 4891.21659723777
4774.001660944411, 2695.864886905487, 4933.158648579167
4717.713096309677, 2718.53853319723, 4974.610101356139
4660.95650814122, 2740.9424840872143, 5015.566844832714
4603.737537738027, 2763.0745232267677, 5056.024817538533
4546.061871889172, 2784.932461273778, 5095.980007658871
4487.935242304546, 2806.514136102429, 5135.42845341961
4429.363425041664, 2827.817413010182, 5174.366243467161
4370.352239928629, 2848.8401849219904, 5212.78951724332
4310.907549983303, 2869.5803725917444, 5250.694465355059
4251.035260828763, 2890.0359248009404, 5288.077329939245
4190.741320105077, 2910.204818554555, 5324.934405022256
4130.031716877468, 2930.0850592741185, 5361.262036874495
4068.9124810409053, 2949.674680987963, 5397.056624359761
4007.3896827211706, 2968.971746518637, 5432.314619279463
3945.4694316724513, 2987.9743476674635, 5467.032526711623
3883.1578766715083, 3006.6806053962287, 5501.206905344665
3820.46120490847, 3025.088670005981, 5534.834367805916
3757.385641374307, 3043.1967213129346, 5567.911580984821
3693.9374482450476, 3061.00296882146, 5600.435266350808
3630.122924262786, 3078.505651894149, 5632.4022002657985
3565.9484041135515, 3095.703039918954, 5663.809214291314
3501.4202578020913, 3112.59343247338, 5694.6531954901675
3436.544890023638, 3129.1751594857365, 5724.931086722716
3371.328739532712, 3145.4465813934316, 5754.639886937649
3305.7782785090326, 3161.4060892983057, 5783.7766514573095
3239.9000119205875, 3177.0521051190008, 5812.338492257519
3173.7004768839297, 3192.3830817403564, 5840.322578241906
3107.186242021755, 3207.3975031598266, 5867.726135510719
